trip_id,year,month,season,origin_country,destination_country,travel_purpose,traveler_type,num_travelers,duration_nights
TRP0000287,2019,8,Spring (Mar-May),Pakistan,Spain,Cultural Exchange,Business Traveler,1,11
TRP0000288,2023,1,Autumn (Sep-Nov),Spain,Italy,Family Visit,Solo,1,4
TRP0000289,2022,10,Spring (Mar-May),Australia,Maldives,Honeymoon,Group Tour,22,18
TRP0000290,2022,2,Spring (Mar-May),UK,Malaysia,Leisure/Tourism,Business Traveler,1,15
TRP0000291,2021,10,Autumn (Sep-Nov),Saudi Arabia,Egypt,Leisure/Tourism,Business Traveler,1,4
TRP0000292,2022,1,Autumn (Sep-Nov),China,USA,Business,Family,3,3
TRP0000293,2019,9,Winter (Dec-Feb),Spain,Thailand,Leisure/Tourism,Family,3,16
TRP0000294,2024,12,Summer (Jun-Aug),Russia,France,Business,Family,3,4
TRP0000295,2023,1,Summer (Jun-Aug),Canada,Italy,Education,Group Tour,23,112
TRP0000296,2019,6,Summer (Jun-Aug),Brazil,Malaysia,Leisure/Tourism,Couple,2,20
TRP0000297,2019,3,Winter (Dec-Feb),Netherlands,Australia,Business,Group Tour,27,2
TRP0000298,2023,10,Spring (Mar-May),Netherlands,Malaysia,Business,Solo,1,2
TRP0000299,2021,8,Winter (Dec-Feb),Japan,Turkey,Honeymoon,Solo,1,11
TRP0000300,2023,11,Summer (Jun-Aug),Netherlands,Greece,Leisure/Tourism,Couple,2,18
TRP0000301,2022,8,Winter (Dec-Feb),Germany,USA,Honeymoon,Couple,1,14
TRP0000302,2023,12,Autumn (Sep-Nov),Spain,Singapore,Education,Group Tour,28,96
TRP0000303,2019,1,Spring (Mar-May),Brazil,Malaysia,Medical Tourism,Couple,2,15
TRP0000304,2019,11,Summer (Jun-Aug),Italy,Spain,Religious/Pilgrimage,Group Tour,19,15
TRP0000305,2019,6,Summer (Jun-Aug),Pakistan,Morocco,Leisure/Tourism,Family,4,12
TRP0000306,2019,11,Summer (Jun-Aug),UK,Indonesia,Family Visit,Business Traveler,1,20
TRP0000307,2019,4,Spring (Mar-May),Japan,Thailand,Leisure/Tourism,Solo,1,7
TRP0000308,2024,2,Spring (Mar-May),Australia,Egypt,Business,Couple,2,3
TRP0000309,2023,8,Spring (Mar-May),Italy,Maldives,Medical Tourism,Business Traveler,1,16
TRP0000310,2023,11,Autumn (Sep-Nov),South Korea,Switzerland,Family Visit,Backpacker,1,11
TRP0000311,2020,10,Autumn (Sep-Nov),India,USA,Leisure/Tourism,Family,6,16
TRP0000312,2021,10,Spring (Mar-May),Japan,Morocco,Medical Tourism,Family,6,18
TRP0000313,2023,6,Spring (Mar-May),India,New Zealand,Digital Nomad,Couple,2,53
TRP0000314,2022,2,Spring (Mar-May),China,Switzerland,Leisure/Tourism,Couple,1,8
TRP0000315,2022,11,Autumn (Sep-Nov),Pakistan,Maldives,Religious/Pilgrimage,Solo,1,8
TRP0000316,2023,9,Spring (Mar-May),China,Indonesia,Leisure/Tourism,Group Tour,11,8
TRP0000317,2019,9,Autumn (Sep-Nov),Italy,Japan,Medical Tourism,Family,5,29
TRP0000318,2024,3,Autumn (Sep-Nov),Spain,Singapore,Business,Solo,1,4
TRP0000319,2022,2,Summer (Jun-Aug),Spain,Australia,Medical Tourism,Solo,1,14
TRP0000320,2019,11,Spring (Mar-May),India,Canada,Leisure/Tourism,Family,6,6
TRP0000321,2023,6,Winter (Dec-Feb),Spain,Switzerland,Leisure/Tourism,Family,5,13
TRP0000322,2020,6,Summer (Jun-Aug),Canada,Singapore,Family Visit,Group Tour,8,14
TRP0000323,2024,2,Spring (Mar-May),China,New Zealand,Leisure/Tourism,Family,3,4
TRP0000324,2022,12,Winter (Dec-Feb),USA,Morocco,Leisure/Tourism,Backpacker,1,3
TRP0000325,2024,8,Autumn (Sep-Nov),Australia,Greece,Digital Nomad,Couple,1,79
TRP0000326,2019,8,Spring (Mar-May),UAE,Thailand,Leisure/Tourism,Group Tour,12,20
TRP0000327,2019,3,Spring (Mar-May),Italy,New Zealand,Education,Couple,2,165
TRP0000328,2019,4,Summer (Jun-Aug),China,USA,Business,Family,5,3
TRP0000329,2022,11,Winter (Dec-Feb),Turkey,Japan,Leisure/Tourism,Solo,1,15
TRP0000330,2024,3,Spring (Mar-May),Turkey,Switzerland,Religious/Pilgrimage,Solo,1,5
TRP0000331,2024,8,Spring (Mar-May),Pakistan,Australia,Medical Tourism,Group Tour,12,16
TRP0000332,2023,7,Spring (Mar-May),Germany,Malaysia,Cultural Exchange,Couple,2,3
TRP0000333,2023,11,Autumn (Sep-Nov),Germany,Maldives,Digital Nomad,Couple,2,50
TRP0000334,2021,11,Summer (Jun-Aug),USA,Australia,Leisure/Tourism,Business Traveler,1,14
TRP0000335,2023,12,Autumn (Sep-Nov),USA,Indonesia,Education,Group Tour,19,32
TRP0000336,2021,12,Summer (Jun-Aug),UK,France,Business,Family,3,2
TRP0000337,2021,1,Summer (Jun-Aug),Netherlands,Japan,Leisure/Tourism,Solo,1,17
TRP0000338,2024,10,Summer (Jun-Aug),UK,Maldives,Family Visit,Couple,2,16
TRP0000339,2019,2,Spring (Mar-May),Brazil,Morocco,Leisure/Tourism,Group Tour,19,11
TRP0000340,2023,6,Spring (Mar-May),Spain,Italy,Medical Tourism,Group Tour,15,29
TRP0000341,2019,9,Summer (Jun-Aug),France,Australia,Leisure/Tourism,Couple,1,20
TRP0000342,2022,7,Spring (Mar-May),Australia,Maldives,Education,Family,4,166
TRP0000343,2023,12,Summer (Jun-Aug),Canada,Spain,Leisure/Tourism,Couple,2,17
TRP0000344,2023,11,Spring (Mar-May),South Korea,USA,Family Visit,Solo,1,12
TRP0000345,2024,8,Autumn (Sep-Nov),Russia,Maldives,Business,Group Tour,8,2
TRP0000346,2024,1,Autumn (Sep-Nov),Spain,Italy,Leisure/Tourism,Solo,1,19
TRP0000347,2023,2,Winter (Dec-Feb),Pakistan,Singapore,Honeymoon,Solo,1,16
TRP0000348,2023,8,Winter (Dec-Feb),Japan,Malaysia,Leisure/Tourism,Solo,1,11
TRP0000349,2022,3,Winter (Dec-Feb),USA,New Zealand,Adventure/Sports,Solo,1,19
TRP0000350,2022,5,Summer (Jun-Aug),Russia,New Zealand,Leisure/Tourism,Backpacker,2,17
TRP0000351,2019,3,Summer (Jun-Aug),Germany,Turkey,Honeymoon,Solo,1,12
TRP0000352,2022,5,Spring (Mar-May),Italy,Thailand,Leisure/Tourism,Family,6,8
TRP0000353,2019,9,Autumn (Sep-Nov),Saudi Arabia,Australia,Religious/Pilgrimage,Group Tour,23,18
TRP0000354,2023,12,Autumn (Sep-Nov),UAE,Spain,Religious/Pilgrimage,Solo,1,6
TRP0000355,2023,1,Autumn (Sep-Nov),Brazil,Greece,Medical Tourism,Couple,1,28
TRP0000356,2022,6,Spring (Mar-May),Netherlands,Switzerland,Family Visit,Family,5,4
TRP0000357,2019,3,Spring (Mar-May),Saudi Arabia,France,Medical Tourism,Family,3,7
TRP0000358,2023,5,Summer (Jun-Aug),China,Malaysia,Leisure/Tourism,Family,6,5
TRP0000359,2023,4,Autumn (Sep-Nov),Canada,Switzerland,Medical Tourism,Family,4,26
TRP0000360,2019,11,Autumn (Sep-Nov),Canada,Maldives,Religious/Pilgrimage,Solo,1,17
TRP0000361,2024,4,Spring (Mar-May),Spain,UAE,Business,Group Tour,12,3
TRP0000362,2019,6,Winter (Dec-Feb),Spain,Maldives,Medical Tourism,Group Tour,19,27
TRP0000363,2024,6,Winter (Dec-Feb),Saudi Arabia,France,Leisure/Tourism,Couple,1,10
TRP0000364,2022,12,Summer (Jun-Aug),Australia,Maldives,Leisure/Tourism,Group Tour,20,10
TRP0000365,2019,8,Winter (Dec-Feb),Germany,Italy,Adventure/Sports,Backpacker,1,11
TRP0000366,2019,10,Spring (Mar-May),USA,UK,Business,Solo,1,4
TRP0000367,2024,12,Summer (Jun-Aug),Mexico,Australia,Leisure/Tourism,Couple,2,9
TRP0000368,2020,7,Summer (Jun-Aug),Canada,USA,Honeymoon,Couple,1,16
TRP0000369,2019,12,Autumn (Sep-Nov),Spain,Thailand,Leisure/Tourism,Family,3,8
TRP0000370,2023,2,Winter (Dec-Feb),India,Canada,Leisure/Tourism,Family,4,8
TRP0000371,2021,1,Winter (Dec-Feb),Japan,Greece,Leisure/Tourism,Backpacker,2,13
TRP0000372,2023,7,Summer (Jun-Aug),Mexico,UAE,Leisure/Tourism,Family,3,4
TRP0000373,2019,9,Winter (Dec-Feb),France,Singapore,Leisure/Tourism,Couple,1,8
TRP0000374,2020,3,Summer (Jun-Aug),Germany,France,Leisure/Tourism,Family,4,15
TRP0000375,2020,3,Spring (Mar-May),Brazil,Japan,Leisure/Tourism,Family,4,11
TRP0000376,2024,4,Winter (Dec-Feb),Pakistan,Egypt,Family Visit,Solo,1,19
TRP0000377,2024,3,Winter (Dec-Feb),USA,France,Leisure/Tourism,Group Tour,21,6
TRP0000378,2020,9,Autumn (Sep-Nov),Netherlands,Spain,Education,Family,4,57
TRP0000379,2023,12,Summer (Jun-Aug),India,Malaysia,Leisure/Tourism,Family,5,7
TRP0000380,2019,12,Summer (Jun-Aug),Pakistan,Italy,Adventure/Sports,Couple,1,7
TRP0000381,2024,12,Winter (Dec-Feb),Germany,Egypt,Leisure/Tourism,Group Tour,14,17
TRP0000382,2023,9,Spring (Mar-May),France,Singapore,Business,Solo,1,4
TRP0000383,2024,11,Summer (Jun-Aug),Netherlands,UAE,Leisure/Tourism,Business Traveler,1,15
TRP0000384,2024,9,Summer (Jun-Aug),UAE,UAE,Leisure/Tourism,Family,4,5
TRP0000385,2024,11,Winter (Dec-Feb),India,Japan,Leisure/Tourism,Group Tour,15,18
TRP0000386,2021,12,Summer (Jun-Aug),Spain,Malaysia,Business,Business Traveler,1,3
TRP0000387,2019,3,Winter (Dec-Feb),Germany,USA,Cultural Exchange,Couple,1,6
TRP0000388,2019,9,Summer (Jun-Aug),Spain,Thailand,Leisure/Tourism,Family,3,15
TRP0000389,2023,1,Autumn (Sep-Nov),UK,Greece,Leisure/Tourism,Backpacker,1,13
TRP0000390,2024,11,Autumn (Sep-Nov),China,Switzerland,Education,Business Traveler,1,97
TRP0000391,2021,1,Winter (Dec-Feb),UAE,Canada,Honeymoon,Business Traveler,1,17
TRP0000392,2021,1,Summer (Jun-Aug),Pakistan,Greece,Business,Family,6,2
TRP0000393,2019,7,Summer (Jun-Aug),Australia,Spain,Business,Couple,2,3
TRP0000394,2019,6,Spring (Mar-May),Mexico,Australia,Leisure/Tourism,Family,6,19
TRP0000395,2023,10,Summer (Jun-Aug),Japan,Singapore,Business,Solo,1,5
TRP0000396,2021,1,Winter (Dec-Feb),Canada,Australia,Medical Tourism,Family,5,27
TRP0000397,2023,6,Spring (Mar-May),Canada,Greece,Adventure/Sports,Couple,2,17
TRP0000398,2024,8,Autumn (Sep-Nov),Saudi Arabia,Singapore,Leisure/Tourism,Solo,1,15
TRP0000399,2023,7,Winter (Dec-Feb),Saudi Arabia,Japan,Leisure/Tourism,Business Traveler,1,6
TRP0000400,2022,1,Summer (Jun-Aug),UK,Turkey,Leisure/Tourism,Couple,2,17
TRP0000401,2024,11,Winter (Dec-Feb),UK,France,Education,Group Tour,11,152
TRP0000402,2024,12,Summer (Jun-Aug),USA,Egypt,Adventure/Sports,Group Tour,17,19
TRP0000403,2019,6,Summer (Jun-Aug),UAE,New Zealand,Leisure/Tourism,Family,4,16
TRP0000404,2023,5,Spring (Mar-May),India,Malaysia,Leisure/Tourism,Family,5,5
TRP0000405,2024,8,Winter (Dec-Feb),South Korea,Maldives,Leisure/Tourism,Family,6,9
TRP0000406,2022,8,Winter (Dec-Feb),UK,New Zealand,Business,Business Traveler,1,6
TRP0000407,2022,4,Winter (Dec-Feb),Spain,Italy,Religious/Pilgrimage,Group Tour,14,10
TRP0000408,2022,12,Spring (Mar-May),Spain,UK,Digital Nomad,Family,6,56
TRP0000409,2020,12,Autumn (Sep-Nov),Spain,Australia,Business,Group Tour,20,6
TRP0000410,2021,10,Winter (Dec-Feb),Spain,Egypt,Business,Solo,1,6
TRP0000411,2019,6,Summer (Jun-Aug),USA,France,Family Visit,Family,4,20
TRP0000412,2023,9,Summer (Jun-Aug),Pakistan,Indonesia,Adventure/Sports,Couple,1,6
TRP0000413,2023,11,Spring (Mar-May),USA,Malaysia,Family Visit,Family,5,13
TRP0000414,2024,4,Spring (Mar-May),Italy,Canada,Leisure/Tourism,Family,5,15
TRP0000415,2023,7,Winter (Dec-Feb),Japan,Morocco,Religious/Pilgrimage,Family,4,20
TRP0000416,2024,11,Summer (Jun-Aug),Russia,Egypt,Honeymoon,Solo,1,15
TRP0000417,2024,10,Autumn (Sep-Nov),India,Italy,Leisure/Tourism,Family,3,19
TRP0000418,2023,4,Spring (Mar-May),Netherlands,France,Leisure/Tourism,Solo,1,5
TRP0000419,2023,3,Spring (Mar-May),Pakistan,Canada,Cultural Exchange,Family,3,13
TRP0000420,2024,1,Autumn (Sep-Nov),Saudi Arabia,Turkey,Leisure/Tourism,Couple,2,4
TRP0000421,2023,10,Autumn (Sep-Nov),Japan,UAE,Business,Family,6,6
TRP0000422,2024,1,Winter (Dec-Feb),Mexico,Turkey,Leisure/Tourism,Business Traveler,1,20
TRP0000423,2023,9,Summer (Jun-Aug),Pakistan,Indonesia,Family Visit,Family,3,12
TRP0000424,2023,12,Winter (Dec-Feb),Brazil,New Zealand,Education,Solo,1,170
TRP0000425,2019,8,Summer (Jun-Aug),USA,Singapore,Leisure/Tourism,Business Traveler,1,19
TRP0000426,2021,4,Autumn (Sep-Nov),Brazil,Singapore,Business,Couple,1,5
TRP0000427,2023,12,Autumn (Sep-Nov),USA,Indonesia,Business,Group Tour,11,4
TRP0000428,2019,7,Spring (Mar-May),Saudi Arabia,Canada,Leisure/Tourism,Couple,2,6
TRP0000429,2022,3,Winter (Dec-Feb),Japan,Egypt,Adventure/Sports,Couple,1,10
TRP0000430,2019,12,Autumn (Sep-Nov),Japan,Spain,Leisure/Tourism,Solo,1,7
TRP0000431,2020,4,Winter (Dec-Feb),Japan,UAE,Business,Solo,1,3
TRP0000432,2024,11,Summer (Jun-Aug),Saudi Arabia,Greece,Adventure/Sports,Solo,1,13
TRP0000433,2024,9,Summer (Jun-Aug),Australia,Turkey,Leisure/Tourism,Couple,2,17
TRP0000434,2024,4,Winter (Dec-Feb),Italy,Turkey,Adventure/Sports,Solo,1,7
TRP0000435,2019,11,Winter (Dec-Feb),Pakistan,UAE,Family Visit,Family,4,18
TRP0000436,2023,11,Spring (Mar-May),South Korea,Australia,Religious/Pilgrimage,Group Tour,18,10
TRP0000437,2024,12,Summer (Jun-Aug),India,Thailand,Business,Group Tour,18,2
TRP0000438,2022,9,Summer (Jun-Aug),Italy,Morocco,Family Visit,Couple,2,6
TRP0000439,2023,1,Spring (Mar-May),Japan,UK,Business,Couple,1,3
TRP0000440,2022,6,Summer (Jun-Aug),Canada,Italy,Digital Nomad,Family,3,76
TRP0000441,2021,11,Spring (Mar-May),Netherlands,Turkey,Education,Backpacker,2,30
TRP0000442,2019,8,Summer (Jun-Aug),China,Morocco,Medical Tourism,Family,6,8
TRP0000443,2024,7,Spring (Mar-May),Turkey,UK,Family Visit,Group Tour,19,7
TRP0000444,2022,8,Summer (Jun-Aug),Italy,UK,Leisure/Tourism,Solo,1,18
TRP0000445,2022,11,Spring (Mar-May),Germany,Japan,Leisure/Tourism,Group Tour,11,20
TRP0000446,2024,8,Spring (Mar-May),Mexico,Japan,Adventure/Sports,Family,4,19
TRP0000447,2023,3,Summer (Jun-Aug),Brazil,Canada,Leisure/Tourism,Couple,1,11
TRP0000448,2024,4,Autumn (Sep-Nov),Turkey,Australia,Family Visit,Group Tour,28,19
TRP0000449,2023,3,Winter (Dec-Feb),Spain,Australia,Business,Backpacker,2,6
TRP0000450,2019,9,Winter (Dec-Feb),Spain,Thailand,Business,Family,4,4
TRP0000451,2023,4,Spring (Mar-May),South Korea,Turkey,Digital Nomad,Solo,1,49
TRP0000452,2019,12,Summer (Jun-Aug),China,Thailand,Leisure/Tourism,Family,5,6
TRP0000453,2020,4,Winter (Dec-Feb),Brazil,Malaysia,Leisure/Tourism,Group Tour,28,7
TRP0000454,2021,1,Autumn (Sep-Nov),Japan,Morocco,Medical Tourism,Backpacker,1,29
TRP0000455,2022,1,Autumn (Sep-Nov),USA,France,Religious/Pilgrimage,Business Traveler,1,16
TRP0000456,2023,10,Summer (Jun-Aug),Pakistan,Japan,Family Visit,Couple,2,16
TRP0000457,2021,4,Autumn (Sep-Nov),Germany,New Zealand,Leisure/Tourism,Family,4,4
TRP0000458,2022,9,Spring (Mar-May),USA,Morocco,Family Visit,Family,4,16
TRP0000459,2022,3,Summer (Jun-Aug),Russia,Greece,Religious/Pilgrimage,Couple,1,10
TRP0000460,2019,9,Winter (Dec-Feb),Brazil,Spain,Education,Backpacker,2,112
TRP0000461,2021,7,Winter (Dec-Feb),Turkey,Maldives,Leisure/Tourism,Solo,1,7
TRP0000462,2024,9,Winter (Dec-Feb),Australia,Thailand,Honeymoon,Couple,1,9
TRP0000463,2024,8,Winter (Dec-Feb),Netherlands,Switzerland,Leisure/Tourism,Business Traveler,1,10
TRP0000464,2019,4,Winter (Dec-Feb),Netherlands,Singapore,Religious/Pilgrimage,Group Tour,19,13
TRP0000465,2019,9,Summer (Jun-Aug),UAE,Turkey,Digital Nomad,Solo,1,73
TRP0000466,2022,2,Summer (Jun-Aug),China,Greece,Leisure/Tourism,Business Traveler,1,14
TRP0000467,2022,1,Autumn (Sep-Nov),Canada,Maldives,Business,Family,5,5
TRP0000468,2023,12,Winter (Dec-Feb),Australia,France,Cultural Exchange,Backpacker,1,18
TRP0000469,2023,9,Summer (Jun-Aug),Mexico,UK,Leisure/Tourism,Solo,1,7
TRP0000470,2023,3,Autumn (Sep-Nov),Saudi Arabia,Switzerland,Honeymoon,Group Tour,8,15
TRP0000471,2022,8,Autumn (Sep-Nov),Russia,Egypt,Honeymoon,Business Traveler,1,18
TRP0000472,2023,12,Spring (Mar-May),Saudi Arabia,France,Religious/Pilgrimage,Family,4,10
TRP0000473,2021,11,Spring (Mar-May),China,Spain,Digital Nomad,Solo,1,18
TRP0000474,2023,3,Winter (Dec-Feb),Japan,Canada,Religious/Pilgrimage,Couple,1,12
TRP0000475,2024,3,Spring (Mar-May),China,France,Leisure/Tourism,Solo,1,5
TRP0000476,2023,4,Summer (Jun-Aug),Netherlands,Egypt,Honeymoon,Business Traveler,1,17
TRP0000477,2021,6,Winter (Dec-Feb),Spain,Canada,Adventure/Sports,Family,4,10
TRP0000478,2022,2,Winter (Dec-Feb),France,USA,Business,Couple,1,4
TRP0000479,2024,1,Summer (Jun-Aug),Japan,Japan,Leisure/Tourism,Backpacker,1,5
TRP0000480,2021,7,Winter (Dec-Feb),Saudi Arabia,Malaysia,Leisure/Tourism,Couple,2,11
TRP0000481,2022,3,Summer (Jun-Aug),UAE,Australia,Medical Tourism,Solo,1,21
TRP0000482,2019,2,Autumn (Sep-Nov),Spain,Thailand,Leisure/Tourism,Family,3,7
TRP0000483,2023,8,Winter (Dec-Feb),South Korea,Turkey,Digital Nomad,Group Tour,13,24
TRP0000484,2022,11,Spring (Mar-May),Turkey,Indonesia,Leisure/Tourism,Couple,1,17
TRP0000485,2023,12,Spring (Mar-May),China,Thailand,Leisure/Tourism,Solo,1,4
TRP0000486,2023,7,Spring (Mar-May),France,Thailand,Leisure/Tourism,Solo,1,14
TRP0000487,2020,9,Autumn (Sep-Nov),Australia,UK,Adventure/Sports,Group Tour,22,9
TRP0000488,2021,7,Autumn (Sep-Nov),Saudi Arabia,Switzerland,Honeymoon,Couple,1,11
TRP0000489,2021,6,Autumn (Sep-Nov),Japan,UAE,Leisure/Tourism,Couple,1,5
TRP0000490,2024,6,Winter (Dec-Feb),China,Spain,Business,Business Traveler,1,3
TRP0000491,2022,9,Winter (Dec-Feb),Australia,Australia,Family Visit,Family,3,8
TRP0000492,2023,7,Summer (Jun-Aug),Germany,Indonesia,Education,Group Tour,19,113
TRP0000493,2020,5,Spring (Mar-May),UK,Switzerland,Leisure/Tourism,Business Traveler,1,19
TRP0000494,2023,3,Winter (Dec-Feb),Germany,Maldives,Digital Nomad,Couple,1,54
TRP0000495,2023,11,Summer (Jun-Aug),Canada,Canada,Adventure/Sports,Backpacker,2,15
TRP0000496,2020,3,Summer (Jun-Aug),Brazil,Turkey,Leisure/Tourism,Couple,2,10
TRP0000497,2019,11,Summer (Jun-Aug),India,Maldives,Business,Couple,2,5
TRP0000498,2019,6,Summer (Jun-Aug),Japan,USA,Medical Tourism,Business Traveler,1,22
TRP0000499,2022,5,Spring (Mar-May),Turkey,Japan,Religious/Pilgrimage,Family,6,15
TRP0000500,2020,2,Winter (Dec-Feb),Japan,Switzerland,Business,Group Tour,17,4
TRP0000501,2019,1,Spring (Mar-May),Pakistan,Greece,Leisure/Tourism,Couple,2,15
TRP0000502,2022,4,Summer (Jun-Aug),Pakistan,Indonesia,Business,Family,6,4
TRP0000503,2024,4,Winter (Dec-Feb),Germany,USA,Leisure/Tourism,Business Traveler,1,19
TRP0000504,2020,2,Summer (Jun-Aug),Japan,USA,Medical Tourism,Business Traveler,1,27
TRP0000505,2024,1,Autumn (Sep-Nov),Spain,Italy,Education,Business Traveler,1,92
TRP0000506,2023,4,Autumn (Sep-Nov),India,Canada,Education,Solo,1,158
TRP0000507,2019,10,Autumn (Sep-Nov),Saudi Arabia,Italy,Leisure/Tourism,Backpacker,1,13
TRP0000508,2022,11,Winter (Dec-Feb),UAE,France,Medical Tourism,Family,4,17
TRP0000509,2022,7,Winter (Dec-Feb),India,Maldives,Adventure/Sports,Family,4,10
TRP0000510,2019,4,Summer (Jun-Aug),India,France,Education,Solo,1,63
TRP0000511,2019,8,Spring (Mar-May),Australia,Thailand,Business,Solo,1,2
TRP0000512,2022,3,Summer (Jun-Aug),Canada,Malaysia,Adventure/Sports,Business Traveler,1,8
TRP0000513,2024,11,Autumn (Sep-Nov),Spain,Australia,Business,Solo,1,2
TRP0000514,2019,9,Autumn (Sep-Nov),Pakistan,Singapore,Honeymoon,Group Tour,28,7
TRP0000515,2024,10,Spring (Mar-May),Spain,Indonesia,Leisure/Tourism,Family,6,12
TRP0000516,2024,5,Summer (Jun-Aug),China,Canada,Leisure/Tourism,Couple,2,13
TRP0000517,2022,5,Summer (Jun-Aug),Turkey,UK,Business,Business Traveler,1,3
TRP0000518,2024,3,Winter (Dec-Feb),China,Turkey,Leisure/Tourism,Solo,1,3
TRP0000519,2022,4,Winter (Dec-Feb),Russia,New Zealand,Leisure/Tourism,Family,4,3
TRP0000520,2019,3,Spring (Mar-May),India,Malaysia,Cultural Exchange,Family,6,15
TRP0000521,2023,10,Autumn (Sep-Nov),Canada,Spain,Adventure/Sports,Couple,1,18
TRP0000522,2019,3,Winter (Dec-Feb),Japan,Singapore,Leisure/Tourism,Family,6,3
TRP0000523,2023,6,Summer (Jun-Aug),Canada,Japan,Leisure/Tourism,Family,6,20
TRP0000524,2023,11,Spring (Mar-May),Canada,Singapore,Adventure/Sports,Couple,2,8
TRP0000525,2021,7,Summer (Jun-Aug),USA,UAE,Religious/Pilgrimage,Family,6,13
TRP0000526,2024,9,Autumn (Sep-Nov),Pakistan,Malaysia,Leisure/Tourism,Family,5,17
TRP0000527,2022,4,Winter (Dec-Feb),Saudi Arabia,New Zealand,Medical Tourism,Family,6,22
TRP0000528,2023,3,Spring (Mar-May),Netherlands,New Zealand,Religious/Pilgrimage,Family,5,17
TRP0000529,2023,5,Autumn (Sep-Nov),Mexico,Spain,Leisure/Tourism,Couple,2,5
TRP0000530,2024,2,Summer (Jun-Aug),Germany,France,Leisure/Tourism,Family,4,4
TRP0000531,2023,9,Spring (Mar-May),South Korea,Australia,Leisure/Tourism,Solo,1,13
TRP0000532,2023,2,Winter (Dec-Feb),China,Thailand,Honeymoon,Solo,1,11
TRP0000533,2023,1,Summer (Jun-Aug),Australia,Greece,Leisure/Tourism,Group Tour,8,7
TRP0000534,2024,1,Summer (Jun-Aug),Australia,Greece,Business,Business Traveler,1,3
TRP0000535,2023,9,Autumn (Sep-Nov),Italy,Spain,Leisure/Tourism,Business Traveler,1,6
TRP0000536,2024,4,Autumn (Sep-Nov),India,Thailand,Religious/Pilgrimage,Family,3,8
TRP0000537,2024,10,Summer (Jun-Aug),Spain,New Zealand,Leisure/Tourism,Family,3,5
TRP0000538,2024,3,Summer (Jun-Aug),Turkey,New Zealand,Medical Tourism,Couple,2,20
TRP0000539,2021,7,Winter (Dec-Feb),France,Morocco,Business,Couple,2,4
TRP0000540,2019,4,Spring (Mar-May),Spain,Malaysia,Business,Family,6,6
TRP0000541,2024,6,Autumn (Sep-Nov),Japan,USA,Leisure/Tourism,Couple,2,4
TRP0000542,2023,10,Autumn (Sep-Nov),Spain,Egypt,Business,Couple,2,6
TRP0000543,2022,3,Autumn (Sep-Nov),Spain,Morocco,Family Visit,Couple,2,11
TRP0000544,2023,2,Summer (Jun-Aug),France,Spain,Cultural Exchange,Group Tour,10,10
TRP0000545,2022,1,Winter (Dec-Feb),UAE,Morocco,Family Visit,Family,3,6
TRP0000546,2023,6,Spring (Mar-May),Pakistan,UAE,Family Visit,Solo,1,14
TRP0000547,2024,12,Winter (Dec-Feb),Netherlands,Malaysia,Honeymoon,Solo,1,12
TRP0000548,2024,3,Spring (Mar-May),India,Egypt,Education,Family,3,48
TRP0000549,2023,6,Spring (Mar-May),USA,Spain,Education,Family,4,100
TRP0000550,2022,8,Spring (Mar-May),Italy,Malaysia,Religious/Pilgrimage,Solo,1,10
TRP0000551,2019,7,Autumn (Sep-Nov),Brazil,Australia,Cultural Exchange,Business Traveler,1,19
TRP0000552,2024,6,Summer (Jun-Aug),USA,Indonesia,Education,Family,4,148
TRP0000553,2023,1,Summer (Jun-Aug),Mexico,Morocco,Medical Tourism,Business Traveler,1,24
TRP0000554,2022,12,Summer (Jun-Aug),Australia,Japan,Adventure/Sports,Couple,1,14
TRP0000555,2019,5,Summer (Jun-Aug),Germany,Switzerland,Honeymoon,Solo,1,12
TRP0000556,2019,2,Autumn (Sep-Nov),Netherlands,Australia,Medical Tourism,Couple,1,22
TRP0000557,2021,11,Spring (Mar-May),China,Australia,Leisure/Tourism,Couple,2,13
TRP0000558,2023,12,Winter (Dec-Feb),France,UK,Education,Backpacker,1,172
TRP0000559,2021,10,Autumn (Sep-Nov),Australia,New Zealand,Business,Couple,1,6
TRP0000560,2020,1,Spring (Mar-May),Brazil,Egypt,Leisure/Tourism,Group Tour,20,16
TRP0000561,2022,8,Winter (Dec-Feb),Netherlands,Singapore,Leisure/Tourism,Backpacker,1,4
TRP0000562,2022,4,Summer (Jun-Aug),UK,France,Medical Tourism,Family,5,28
TRP0000563,2023,8,Spring (Mar-May),Mexico,New Zealand,Cultural Exchange,Couple,1,8
TRP0000564,2024,4,Summer (Jun-Aug),UAE,Singapore,Medical Tourism,Couple,2,16
TRP0000565,2019,10,Winter (Dec-Feb),Canada,Singapore,Honeymoon,Couple,2,9
TRP0000566,2024,1,Summer (Jun-Aug),Russia,Switzerland,Leisure/Tourism,Solo,1,19
TRP0000567,2019,12,Winter (Dec-Feb),China,UAE,Business,Solo,1,5
TRP0000568,2023,4,Winter (Dec-Feb),South Korea,New Zealand,Cultural Exchange,Solo,1,9
TRP0000569,2024,5,Autumn (Sep-Nov),Brazil,Morocco,Religious/Pilgrimage,Business Traveler,1,15
TRP0000570,2023,9,Autumn (Sep-Nov),China,Malaysia,Adventure/Sports,Family,3,5
TRP0000571,2020,8,Summer (Jun-Aug),Mexico,Spain,Leisure/Tourism,Family,5,10
